id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
727a1427f156535fc0531e59a27e7988,szczecin,blockOfFlats,34.0,1.0,2.0,3.0,,53.3940023,14.5239882,4.09,4.0,0.572,1.625,0.469,0.456,0.476,2.916,0.481,condominium,,premium,no,yes,no,no,yes,1700
a640ac5f62cce4d6806a7b7d73b5cd52,szczecin,apartmentBuilding,39.0,2.0,5.0,7.0,2022.0,53.4046460857892,14.492032662927,5.02,2.0,0.976,2.157,0.478,1.309,0.377,3.119,0.546,condominium,brick,premium,yes,yes,yes,no,no,3400
40cb3c6185236a3e4f136641ab7099a4,szczecin,apartmentBuilding,47.0,2.0,4.0,12.0,2016.0,53.4382307881032,14.5620270887835,1.65,19.0,0.231,0.564,0.436,0.255,0.187,0.988,0.331,condominium,brick,premium,yes,yes,yes,yes,yes,2700
4f9fd13b91ba19534fc3db3fc93fa392,szczecin,blockOfFlats,28.0,1.0,4.0,4.0,2017.0,53.4294606,14.5520172,0.9,69.0,0.252,0.297,0.341,0.149,0.049,0.565,0.137,condominium,brick,premium,no,no,yes,no,no,2300
f14a3f2d0d1d1a8ec896e9587d2c9760,szczecin,blockOfFlats,46.7,2.0,3.0,3.0,1996.0,53.4508,14.5567,3.06,8.0,0.095,0.533,0.508,0.153,0.434,1.894,0.271,condominium,,,yes,yes,no,no,no,1850
ffab4c61e84e7db6f8463cd54f063d74,szczecin,blockOfFlats,47.55,2.0,,10.0,1972.0,53.4342,14.5591,1.21,25.0,0.288,0.28,0.252,0.315,0.241,0.565,0.19,condominium,,,yes,no,yes,no,no,2150
96c00429abefa4106839308ec7ed583c,szczecin,,71.0,3.0,1.0,2.0,,53.46329566,14.55364466,4.46,2.0,0.998,1.249,0.825,0.675,0.728,1.644,0.091,condominium,,,no,yes,no,no,no,2500
ed78ca4227139d1c315f77fefe5057d9,szczecin,apartmentBuilding,47.0,2.0,,4.0,2020.0,53.4224,14.5239,2.46,5.0,0.424,0.466,0.701,0.972,0.413,0.585,0.107,condominium,brick,premium,yes,yes,yes,no,no,2700
7b4e4b5bf7a8961e85866933a25f7558,szczecin,tenement,51.92,3.0,4.0,4.0,1930.0,53.43164875,14.54635994,1.33,80.0,0.327,0.417,0.25,0.428,0.055,0.314,0.05,condominium,brick,premium,no,no,,no,no,2300
ae7c68136c6e6d48de9813576fe100d5,szczecin,apartmentBuilding,58.66,2.0,3.0,3.0,2022.0,53.42403815,14.56129944,0.07,51.0,0.168,0.795,0.514,0.21,0.029,0.591,0.39,condominium,brick,premium,no,no,yes,no,no,3500
5b19ddba129f30e8bb8ddc229bfba94d,szczecin,blockOfFlats,47.1,2.0,,4.0,1980.0,53.3944303,14.5216343,4.14,3.0,0.544,1.623,0.491,0.494,0.469,2.901,0.502,condominium,concreteSlab,premium,no,no,,no,no,2500
3bd174c07f4421de5944a81ce99d55bd,szczecin,apartmentBuilding,65.0,2.0,3.0,3.0,2009.0,53.4502122,14.4983758,5.11,13.0,0.142,1.022,0.129,0.524,0.069,2.318,0.108,condominium,brick,premium,yes,no,yes,no,yes,2500
a30d24cc16d45c7490b663439e315b4f,szczecin,,35.7,2.0,,3.0,,53.4782809,14.5408938,6.25,2.0,1.336,2.68,1.045,0.643,0.477,3.031,0.411,condominium,,,no,no,yes,yes,no,2400
3ac22f3a833b2897e4822688443e9e40,szczecin,blockOfFlats,48.35,2.0,1.0,4.0,2009.0,53.4596511,14.5524387,4.07,3.0,1.079,0.98,0.802,0.352,0.592,1.755,0.295,condominium,brick,premium,yes,yes,yes,no,no,2250
a6dab00b051818490767d45ad2e32b94,szczecin,blockOfFlats,47.5,2.0,10.0,10.0,2016.0,53.4328737,14.5129678,3.35,16.0,0.203,1.138,0.14,0.228,0.162,1.299,0.019,condominium,,premium,no,yes,yes,no,no,3000
071386970ab38fe50093eebdf4b911f9,szczecin,,38.0,2.0,5.0,6.0,,53.4187193,14.5445331,1.21,9.0,0.233,0.479,0.55,0.592,0.366,0.866,0.335,condominium,,,no,yes,yes,yes,no,2700
7d90f1d548f53c8ab40363a36ce782ce,szczecin,blockOfFlats,47.68,2.0,1.0,4.0,1940.0,53.4482417,14.5453915,2.95,11.0,0.182,0.941,0.257,0.334,0.439,1.172,0.305,condominium,brick,premium,no,no,,no,no,2200
c1bb0592e89ff7f821bec51a4e7a91c1,szczecin,apartmentBuilding,64.0,3.0,,3.0,2010.0,53.4365834,14.50883406,3.75,6.0,0.428,0.657,0.491,0.066,0.64,1.466,0.48,condominium,brick,premium,yes,no,no,no,no,3900
04125be3a2a06e0290338496ec7b3aec,szczecin,,38.0,2.0,1.0,6.0,,53.4215822,14.5415725,1.3,16.0,0.081,0.565,0.223,0.482,0.151,0.689,0.192,condominium,,,no,no,yes,no,no,2600
f1a8fd415fb78723fb7591c1821eeb19,szczecin,blockOfFlats,35.0,2.0,,3.0,2018.0,53.3962041,14.495055,5.31,3.0,1.753,2.655,0.088,1.855,0.15,3.574,0.49,condominium,,,no,no,no,no,no,2200
becf991d7348cd4f1de25d6704f05eb3,szczecin,apartmentBuilding,28.16,1.0,2.0,4.0,2023.0,53.418611,14.549722,0.92,11.0,0.371,0.319,0.225,0.63,0.323,1.208,0.359,condominium,brick,premium,no,yes,yes,no,no,2300
35e6a9d438ee83c4746161321e5a8dec,szczecin,,53.4,4.0,4.0,4.0,,53.44545,14.55238,2.52,15.0,0.247,0.493,0.418,0.458,0.141,1.242,0.022,condominium,,,no,no,,no,no,3200
2738b1ff4036611262b9d221c9717195,szczecin,apartmentBuilding,39.0,2.0,4.0,4.0,2011.0,53.4299,14.535,1.87,39.0,0.145,0.711,0.216,0.309,0.288,0.565,0.033,condominium,brick,,yes,no,yes,no,no,2300
4bce3a89d7038f503d63557acb794de3,szczecin,blockOfFlats,57.0,3.0,6.0,7.0,2017.0,53.446985,14.5606519,2.62,9.0,0.219,0.756,0.609,0.208,0.509,1.738,0.309,condominium,,premium,yes,yes,yes,no,no,2700
7949813676709732ab7955fdce822af8,szczecin,blockOfFlats,37.0,2.0,2.0,4.0,2023.0,53.3932827,14.4832796,6.14,0.0,1.884,3.478,0.855,1.809,0.791,4.356,0.838,condominium,,premium,yes,yes,yes,no,no,2300
d5cb22914efed08b52450dc8defd133d,szczecin,apartmentBuilding,47.9,2.0,,2.0,2024.0,53.49168,14.57978,7.69,1.0,1.863,0.848,0.569,0.444,0.581,3.225,0.532,condominium,brick,,yes,no,yes,no,yes,2500
886049efb66197c117cdc5e056c7459d,szczecin,,42.0,2.0,7.0,10.0,,53.4094466,14.5299221,2.58,15.0,0.217,0.137,0.229,0.233,0.188,1.16,0.227,condominium,,,yes,yes,yes,no,no,2500
dafd7be49c765e50ce19c4e174ff8b34,szczecin,,42.0,2.0,7.0,10.0,,53.4094466,14.5299221,2.58,15.0,0.217,0.137,0.229,0.233,0.188,1.16,0.227,condominium,,,yes,yes,yes,no,no,2500
cf74cebe24c137cfa234860b85b5cd44,szczecin,blockOfFlats,48.3,3.0,3.0,3.0,1965.0,53.4223479,14.5184308,2.82,6.0,0.081,0.828,0.979,0.83,0.75,0.916,0.203,condominium,,,no,yes,no,no,no,2000
8d9ad7ea2bc195124a1878918cfc8b44,szczecin,blockOfFlats,32.0,1.0,3.0,9.0,1970.0,53.4293725,14.503727,3.85,7.0,0.235,0.937,0.329,0.399,0.141,2.02,0.345,condominium,concreteSlab,premium,no,no,yes,no,no,2000
6ca04498446cba01735e370e2b8372cb,szczecin,blockOfFlats,39.95,2.0,6.0,6.0,2015.0,53.4133689,14.53287363,2.17,7.0,0.308,0.61,0.262,0.084,0.023,0.724,0.69,condominium,,premium,no,yes,yes,no,no,2100
8f3de06540c0e014239da125113d24ca,szczecin,blockOfFlats,39.0,2.0,6.0,6.0,2015.0,53.4128961,14.5317914,2.26,7.0,0.221,0.538,0.315,0.153,0.058,0.772,0.608,condominium,,premium,no,yes,yes,no,no,2100
dd850d435bdc1584a3c2d36f72de84c7,szczecin,apartmentBuilding,43.0,2.0,1.0,3.0,2020.0,53.4037108,14.5267092,3.15,16.0,0.355,0.539,0.444,0.287,0.156,1.822,0.23,condominium,brick,premium,yes,no,yes,no,yes,2950
528af8b64101835e1cff90b894bde4dc,szczecin,blockOfFlats,45.8,2.0,1.0,4.0,1967.0,53.455075,14.5474,3.64,4.0,0.71,0.951,0.238,0.193,0.532,1.797,0.122,condominium,concreteSlab,,no,no,no,no,yes,2000
444964cb2f78edfaaef4f9dd8005fe63,szczecin,blockOfFlats,57.3,2.0,,4.0,2002.0,53.3960305,14.6633006,7.43,8.0,0.188,2.046,0.447,0.474,0.292,,0.246,condominium,brick,premium,no,yes,no,no,no,2200
53aa4f12b7a3accd00a1fcf705de1d98,szczecin,tenement,26.0,1.0,4.0,4.0,1930.0,53.43204945,14.54439667,1.46,80.0,0.393,0.498,0.262,0.373,0.061,0.3,0.093,condominium,brick,premium,yes,no,,no,no,1800
ccaf50212bbef1e41b60137e7ba16144,szczecin,blockOfFlats,60.0,3.0,,3.0,2023.0,53.423476,14.481139,5.29,3.0,0.539,0.774,0.388,0.842,0.266,3.368,0.169,condominium,,,no,yes,yes,no,no,5000
501fa815814f27ab728e264fb3eaf29f,szczecin,tenement,54.0,2.0,3.0,3.0,1950.0,53.4408512,14.528051,2.92,13.0,0.201,0.41,0.936,0.485,0.174,0.242,0.183,condominium,brick,premium,no,no,no,no,yes,2350
213971e2e8156e434bc965a2fd31126a,szczecin,blockOfFlats,47.5,2.0,2.0,4.0,1960.0,53.42907672,14.54892826,1.02,84.0,0.453,0.166,0.307,0.308,0.084,0.362,0.27,condominium,brick,premium,yes,yes,no,no,yes,2300
1434d5f6bdbff4cb3015e9503eb9d4ad,szczecin,tenement,49.5,2.0,3.0,4.0,1950.0,53.4309565,14.5494724,1.13,80.0,0.282,0.37,0.284,0.211,0.038,0.432,0.142,condominium,brick,premium,no,no,no,no,yes,2500
c5994e1a3b33b4759e4e036abe36b65c,szczecin,tenement,81.04,4.0,,4.0,1940.0,53.4490931,14.5168436,4.09,0.0,0.509,1.039,0.998,0.676,0.661,1.192,0.668,condominium,brick,premium,no,yes,no,no,yes,3000
bd0df9e50b9b8c132f335811c1789e2d,szczecin,blockOfFlats,50.0,2.0,2.0,2.0,2009.0,53.4541752,14.4767226,6.55,4.0,0.329,2.355,0.833,0.823,0.156,3.814,0.119,condominium,brick,premium,no,yes,no,no,no,2500
