id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
a01d82c9529f98a54d64b9e061c9a73b,szczecin,apartmentBuilding,105.0,4.0,3.0,4.0,2016.0,53.43150295,14.4858204,5.06,1.0,1.08,0.949,0.623,0.791,1.054,3.062,0.335,condominium,brick,premium,no,yes,yes,no,no,1199999
d68ea84e5d35da9e282150332bdc22f3,szczecin,blockOfFlats,94.4,4.0,4.0,5.0,,53.441253,14.51103016,3.86,7.0,0.439,0.343,0.058,0.532,0.624,1.312,0.051,condominium,brick,premium,yes,yes,no,no,yes,1150000
420295cc23d693fdffd5ccc9ba35ba98,szczecin,,48.29,2.0,8.0,11.0,2014.0,53.399444,14.526111,3.53,8.0,0.109,1.004,0.153,0.178,0.166,2.296,0.141,condominium,,,yes,yes,yes,no,yes,625000
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,550000
7ec72a2301d950ae17926c3c1e67a0ed,szczecin,tenement,35.92,2.0,,,,53.4242027600063,14.5435501300166,1.16,34.0,0.217,0.374,0.145,0.252,0.201,0.578,0.329,condominium,brick,low,yes,no,no,no,no,299000
9c833c02e8a2573bb7fb73f8ff835923,szczecin,blockOfFlats,81.0,4.0,4.0,4.0,1989.0,53.45416667,14.52944444,4.01,9.0,0.061,0.245,0.413,0.223,0.498,1.322,0.348,cooperative,brick,premium,yes,no,no,no,yes,729000
3eaa36a59b9354206703b5f6b2f2ff1d,szczecin,blockOfFlats,42.0,2.0,1.0,3.0,,53.46805556,14.53833333,5.19,9.0,0.209,1.533,0.201,0.319,0.157,2.722,0.257,condominium,,,no,yes,no,no,no,584999
f680cf9172c7a0ec7b9eb153de1b25f3,szczecin,tenement,89.8,3.0,3.0,3.0,1930.0,53.4314192,14.5342442,1.98,36.0,0.158,0.554,0.233,0.379,0.143,0.547,0.184,condominium,brick,,no,yes,no,no,yes,649000
355336466ec74696782ce382341086bd,szczecin,,58.6,2.0,,4.0,,53.4527742,14.4779792,6.39,4.0,0.24,2.2,0.962,0.765,0.286,3.684,0.239,cooperative,brick,,no,no,no,no,no,459000
708aca718f1472307a06742b65d03925,szczecin,blockOfFlats,55.04,3.0,2.0,3.0,2013.0,53.468905,14.5649832,5.07,0.0,0.826,1.701,1.089,0.742,1.008,1.129,1.052,condominium,brick,premium,yes,yes,no,no,no,649000
9a344c1a93d546d15cb8919e9382f2c0,szczecin,blockOfFlats,75.77,3.0,1.0,1.0,1895.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,no,no,no,yes,499000
155795f0eb31afb9c4cc16ebcc3faf3f,szczecin,tenement,43.32,2.0,4.0,4.0,1930.0,53.4214955,14.5475511,0.91,24.0,0.075,0.169,0.403,0.302,0.216,0.92,0.179,condominium,brick,,no,no,no,no,yes,330000
11ab045dc3103c39d0b6c9ab37fe2981,szczecin,blockOfFlats,63.56,4.0,2.0,4.0,1980.0,53.4021,14.4987,4.76,4.0,1.063,2.163,0.407,1.472,0.45,2.94,0.228,condominium,concreteSlab,,yes,yes,no,no,yes,519000
24af7cc54099d7930535543827604a9d,szczecin,blockOfFlats,68.94,3.0,3.0,4.0,1950.0,53.41472457,14.52963352,2.29,8.0,0.371,0.592,0.213,0.222,0.24,0.583,0.721,condominium,brick,low,no,yes,no,no,yes,560000
35e001d173d4f6626e6e1d92ec75af93,szczecin,blockOfFlats,53.26,2.0,7.0,11.0,1985.0,53.4570049,14.4934449,5.83,10.0,0.485,1.842,0.229,0.254,0.754,2.963,0.204,cooperative,concreteSlab,,no,yes,no,no,yes,514000
44157b081b5ed80c0599cbbc419dc942,szczecin,blockOfFlats,50.2,2.0,3.0,4.0,1994.0,53.3963082,14.6720877,7.96,12.0,0.22,2.292,0.168,0.114,0.076,,0.184,cooperative,brick,low,no,yes,no,no,yes,455000
529ff5cccc586347592c0c40db9a377d,szczecin,tenement,58.11,3.0,1.0,3.0,1950.0,53.4466145,14.547119,2.74,15.0,0.379,0.727,0.311,0.243,0.301,1.184,0.165,condominium,brick,low,no,no,no,no,yes,395000
4777aa53b2049176132d4a8175b985b9,szczecin,tenement,81.64,3.0,1.0,3.0,1900.0,53.4460874,14.5558096,2.55,15.0,0.091,0.597,0.625,0.247,0.222,1.441,0.026,condominium,brick,low,no,yes,no,no,yes,465000
9750f5bcdd7e4405fdb9be5cdeee777f,szczecin,blockOfFlats,70.0,4.0,2.0,2.0,2019.0,53.3894,14.471,7.06,0.0,1.312,4.113,1.073,1.168,0.766,,0.769,condominium,brick,,no,yes,no,no,no,639000
a928249966478bed2a10720ed8230b61,szczecin,blockOfFlats,70.55,4.0,4.0,4.0,1987.0,53.3755694,14.6672705,8.83,10.0,0.177,0.838,0.416,0.03,0.159,,0.274,condominium,concreteSlab,,no,yes,no,no,yes,515000
ecb53846ed82859bc4ae397580b4777d,szczecin,,29.0,1.0,10.0,11.0,,53.4386,14.5532,1.77,27.0,0.225,0.226,0.212,0.172,0.167,0.827,0.166,condominium,,,no,no,yes,no,no,329000
9541ebe6c87c56b0bb5fb2adaeac06fb,szczecin,blockOfFlats,56.0,2.0,2.0,2.0,1930.0,53.4428215,14.5053349,4.27,8.0,0.509,0.081,0.126,0.381,0.227,1.685,0.186,condominium,brick,premium,no,no,no,no,yes,590000
1a54a50ec067193a2669688c76d0a592,szczecin,blockOfFlats,56.58,2.0,4.0,5.0,2019.0,53.43911265,14.49004444,5.01,7.0,0.65,1.122,0.248,0.316,0.221,2.711,0.258,condominium,brick,premium,yes,yes,yes,no,no,580000
