id,price,rooms,squareMeters,year,month
523744ecb14f504e567324fcad116cde,5000,2.0,47,2023,11
62b928458d945b2eb9e5a8b94c29d6b9,2950,1.0,27,2023,11
ce250f3900a285305906baf45f5f8858,3700,2.0,51,2023,11
eace41af111d8fc16c0b69d0f2a22ec5,5000,3.0,50,2023,11
66c8701beef1ffbba137456cef6b5271,4500,2.0,40,2023,11
19a654944b8db2c55b43146af547ed86,3500,2.0,44,2023,11
d15cc7a203e2b6384152f2bd26bde104,4600,2.0,59,2023,11
ff0cd0bb4e13e5eec2f992a30766d03d,3000,2.0,42,2023,11
01ab4a38d8188a4c6482bd2a9a05e4a8,7500,4.0,110,2023,11
9ca2762e790ff8b5936a91c890d22bac,3600,2.0,50,2023,11
bc705a4dc25f927518252077caa3e3b3,2600,2.0,38,2023,11
e45ea841119340446577d3046a073674,3500,2.0,38,2023,11
bae31df1898b042a8b08ebb2d9ed10af,3950,2.0,50,2023,11
00d56e2885b877a3a763ad10a5503a9d,3200,2.0,38,2023,11
e61fd24cc12213c708d9d3b6c737600f,4490,2.0,52,2023,11
cc1e1b26c9195434091b7758d545d7b0,3500,2.0,38,2023,11
fdc0397b45d9c7b85e47d965678a2293,3450,2.0,38,2023,11
a979f07a85ad93d4a72f0706dbbd85f2,6500,3.0,57,2023,11
ec3c4fdad44e7745310019cfc21a5d2f,2650,1.0,26,2023,11
cb5f2c5b05a81a8748140af9853185ee,3900,2.0,44,2023,11
5f9d93e45bad91a55f42b871b329ae68,5500,3.0,62,2023,11
a3bb9c41054c114fbd77bafbdfb8dfec,3300,3.0,44,2023,11
2d3ad12659b07df7c15700fd3350a6e1,3490,2.0,50,2023,11
e24f0adcc9e71d20e8bc8487915d4129,4500,4.0,89,2023,11
21e869e0c9ec0773a44acbda19a9d297,5500,3.0,68,2023,11
7206aeeb16f781fee25b69a71169cd8e,4500,3.0,68,2023,11
2dcb8904e3302809d81aaae741e20195,2800,2.0,53,2023,11
e83deabd12681da8e7ec915810440fcf,3500,2.0,57,2023,11
0b7b4911be69621e9dbbe9061adfdd25,3200,2.0,59,2023,11
97f3dddea8ed56bc2c15a4b11d972f26,3200,2.0,38,2023,11
375533b66095ad004284593fd8d45ec7,4800,3.0,65,2023,11
fd1f85fd692e8ff23bfe96d786a811ed,3500,2.0,50,2023,11
ac53eae40943025e192a539863201578,4800,3.0,85,2023,11
f7b509c9be0e4c86ac4804567a783514,5500,3.0,50,2023,11
19f0c9b18e9d98938dcca4bd0aa12699,5500,3.0,50,2023,11
dd3dc1410a89a9816a365081aaa5d952,4500,3.0,68,2023,11
19794718ce02d8c2c215ce97b4b479c8,4500,2.0,36,2023,11
29660b157440038a78b38fba714234ae,4600,2.0,41,2023,11
94a2a959139a0a4a843aa04ccc6f677d,3900,3.0,68,2023,11
46d8d5a021c6c076e704b10b018f8f63,5500,3.0,59,2023,11
402dfbff4a12ee21f0f11b7325993e55,5500,3.0,59,2023,11
373260797727018198d624179f298559,5800,2.0,50,2023,11
3d3d7229fcef1969e6dec69550007f24,4500,3.0,70,2023,11
f3e28ce7b747d0b682c62f76b0f111b9,3200,2.0,38,2023,11
3dafa2c980ea41aa90b4c1171d95f020,9900,6.0,130,2023,11
ef8ef8ba2ead0c77bf17eb11b413deab,4250,2.0,41,2023,11
7b669771350b794ca3689c3fc9cc9e6c,3750,3.0,72,2023,11
f37a86f9f0de24faf6f60d54e3593ebe,5000,3.0,56,2023,11
65515d7ee3eb65fa23e1b6d8bad267aa,6000,5.0,110,2023,11
0ce8a66c3b73a57e1c17f05bc51ea6ea,2700,2.0,39,2023,11
13cc57a3303306bb0333f10632a89cd6,4000,2.0,44,2023,11
d67387321f43eef57e100e6453862752,5200,4.0,103,2023,11
e0e845bd2707841ff8e227181ec71789,4300,3.0,68,2023,11
811d29b4a45f3f551cc4a339af6e499d,3381,2.0,28,2023,11
3115d81f04fb348d104f1a7d155ba11c,8500,3.0,75,2023,11
ba5fcbc9ca22f9c2042ad5e1de7cf2cb,5500,2.0,48,2023,11
a5b5642c261e432b71d7ba8703d0030f,7900,5.0,120,2023,11
71d0293c569f28144c5998c8e13e6a8b,3900,2.0,42,2023,11
40a852a6485a689f7d751fe5e1520e6d,3500,2.0,57,2023,11
192e51d6e61839a9b171b93e69ca6def,4000,2.0,56,2023,11
9c8d8ff7dc3f6f9b55640b8c49ee8e45,2800,1.0,34,2023,11
a332dcb5c42817c5577147bfbe05c65c,4700,3.0,55,2023,11
506f07965a0a319cde8ab963c07b9029,4700,2.0,54,2023,11
6ed85b468a43b082db680c6773367a3d,7000,3.0,75,2023,11
9bf1a4604f2f82b44537d82baddee01c,2490,2.0,37,2023,11
60212975ae53c3439840be0429649faf,3400,2.0,48,2023,11
cf7634aad2bc8467dcae65191584a31e,7500,4.0,112,2023,11
b4c98f7b169154e22ff6b2224a000fd8,4000,3.0,54,2023,11
b5cbdbc555f91c697300974ec8a8c0d5,4500,3.0,77,2023,11
0fcce3987f4e2234aa459612f1550724,6000,4.0,114,2023,11
87bd961eea486f0bbe30be498af82b4e,5450,3.0,77,2023,11
22200906b77eab763a15f3e07502aa96,3000,1.0,26,2023,11
1ceca1f0a755d7001df0466298c7c3f1,4800,2.0,64,2023,11
49fb9b6d8ae69694dd69eac51a5314eb,4100,3.0,47,2023,11
cd4ead7cd8421147f30c9bf87d1c3296,5000,3.0,71,2023,11
87a9cb6db3e19f5be2497808953b6362,3500,1.0,25,2023,11
f70e0c44b5ccafa9672b276ccbd50f45,3000,1.0,33,2023,11
2b3464861f2b5848779d02e6a80371a8,2900,2.0,46,2023,11
695148bff3d495d7def3c5438ae9a250,3600,2.0,34,2023,11
f73750d34d7dc7d23f52191ca92dc1bc,3700,2.0,38,2023,11
ef66638723788384bbf00975607b6392,6000,2.0,70,2023,11
40cda795322917e0f360408e5bfed404,2800,2.0,38,2023,11
deae22f670e4d3bbadfa351c19581fd0,5800,3.0,70,2023,11
b8edfb653cb91d636f868e81630685b0,4200,2.0,62,2023,11
0ebea6ec17f74ab625101ecad79f1bab,3200,2.0,40,2023,11
da5237c13ffa319cdb42d72a899653a6,2750,2.0,28,2023,11
67aa34433474061390525a74ecb34b27,3950,2.0,45,2023,11
d6a2e5220e4d76b3874c94bd0c057af8,3500,2.0,52,2023,11
1aed6bf2840a6137888ab3b064c07d95,10500,4.0,107,2023,11
1ddc83607c49ebff9fd87c46fe96189e,2600,1.0,33,2023,11
b9d810aafeafbce5ab56eba7a578eb36,3000,2.0,39,2023,11
