id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
0d9b89891919809b6465f1f8bd942c62,szczecin,blockOfFlats,82.2,4.0,3.0,4.0,1981.0,53.4519,14.5606,3.17,18.0,0.373,0.257,0.252,0.139,0.189,1.684,0.197,condominium,concreteSlab,,yes,no,no,no,yes,669000
8373aa373dbc3fe7ca3b7434166b8766,szczecin,tenement,73.02,3.0,2.0,3.0,,53.45222222,14.55333333,3.24,9.0,0.275,0.672,0.367,0.246,0.3,1.857,0.28,condominium,brick,,no,no,no,no,no,650000
546fbb3c9042fc833149173fc6a2240f,szczecin,blockOfFlats,28.13,1.0,,5.0,1965.0,53.427312,14.549056,0.9,78.0,0.474,0.034,0.138,0.363,0.067,0.436,0.111,condominium,brick,,no,no,no,no,yes,319500
7d0c31d5409caab173571cce3dcdf702,szczecin,blockOfFlats,68.61,3.0,4.0,4.0,1997.0,53.4562131879767,14.5832223504052,3.94,7.0,0.139,1.336,0.926,0.93,0.071,0.786,0.304,condominium,brick,,no,yes,no,no,yes,550000
7ec72a2301d950ae17926c3c1e67a0ed,szczecin,tenement,35.92,2.0,,,,53.4242027600063,14.5435501300166,1.16,34.0,0.217,0.374,0.145,0.252,0.201,0.578,0.329,condominium,brick,low,yes,no,no,no,no,299000
ede1c0d953ff85f3cd9676d39ca8f62d,szczecin,blockOfFlats,37.5,2.0,8.0,10.0,1970.0,53.4426918989896,14.5596899116512,2.15,16.0,0.273,0.492,0.652,0.291,0.348,1.404,0.205,cooperative,concreteSlab,,no,yes,yes,yes,yes,429995
6c807c6c86a74c57a3fd4445a1f49a46,szczecin,apartmentBuilding,48.0,2.0,4.0,6.0,,53.4354614227548,14.5704357940461,1.48,14.0,0.293,1.009,0.283,0.426,0.176,0.895,0.177,condominium,brick,,no,yes,no,no,no,550000
9c833c02e8a2573bb7fb73f8ff835923,szczecin,blockOfFlats,81.0,4.0,4.0,4.0,1989.0,53.45416667,14.52944444,4.01,9.0,0.061,0.245,0.413,0.223,0.498,1.322,0.348,cooperative,brick,premium,yes,no,no,no,yes,749000
441acf919a406dbfde1e9882910e5696,szczecin,apartmentBuilding,81.0,4.0,3.0,4.0,2022.0,53.4166042731236,14.5361518736075,1.81,11.0,0.336,0.491,0.269,0.353,0.354,0.469,0.471,condominium,brick,premium,yes,yes,yes,no,no,849000
f680cf9172c7a0ec7b9eb153de1b25f3,szczecin,tenement,89.8,3.0,3.0,3.0,1930.0,53.4314192,14.5342442,1.98,36.0,0.158,0.554,0.233,0.379,0.143,0.547,0.184,condominium,brick,,no,yes,no,no,yes,649000
863835639f25445f584de353039e679e,szczecin,tenement,37.36,2.0,2.0,3.0,1930.0,53.4279,14.5405,1.45,53.0,0.045,0.553,0.235,0.269,0.124,0.259,0.145,condominium,brick,low,yes,no,no,no,yes,288000
029c3adc75ff9312dfa4b9a898c81338,szczecin,tenement,94.41,3.0,2.0,3.0,1920.0,53.4446572,14.5409992,2.71,9.0,0.489,0.714,0.252,0.221,0.04,0.726,0.227,condominium,brick,premium,no,yes,no,no,yes,750000
79e1e1c2b442479dba6691bf19eeb18d,szczecin,tenement,101.0,4.0,4.0,4.0,1935.0,53.4473,14.5459,2.84,16.0,0.268,0.835,0.238,0.248,0.341,1.146,0.267,condominium,brick,,yes,no,no,no,no,519000
f1fce00cc7ec27193f2be702b9df34cb,szczecin,blockOfFlats,42.0,2.0,2.0,2.0,1950.0,53.4577,14.5699,3.86,1.0,0.561,0.625,0.107,0.793,0.624,0.792,0.612,condominium,brick,low,yes,no,no,no,yes,335000
9a344c1a93d546d15cb8919e9382f2c0,szczecin,blockOfFlats,75.77,3.0,1.0,1.0,1895.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,no,no,no,yes,550000
19ce78a229df01150057f83a809937f7,szczecin,blockOfFlats,89.0,5.0,4.0,5.0,1990.0,53.4226605,14.4910943,4.63,11.0,0.167,0.19,0.23,0.361,0.042,2.703,0.11,cooperative,concreteSlab,premium,no,yes,no,no,yes,700000
b56cf5116c4fe308079a00d72143b70f,szczecin,,101.25,4.0,,2.0,1930.0,53.4538212,14.6692962,7.93,0.0,,,,4.96,4.806,,4.618,condominium,brick,premium,yes,no,no,no,yes,789000
f2b912c68267a251937312d142bbe94c,szczecin,apartmentBuilding,79.0,3.0,2.0,6.0,2013.0,53.42248,14.54056805,1.36,19.0,0.125,0.639,0.144,0.489,0.149,0.663,0.118,condominium,brick,premium,no,no,yes,no,no,930000
05a0a9aa7cfbb6f9e7239da2295c2f3f,szczecin,tenement,97.2,4.0,,3.0,1930.0,53.4354,14.5613,1.33,18.0,0.311,0.404,0.434,0.403,0.161,0.673,0.26,condominium,brick,,yes,no,no,no,yes,720000
ecd97657be641db84134b167826e87e6,szczecin,,69.09,3.0,3.0,7.0,,53.4772,14.5489,6.04,2.0,1.365,2.489,0.79,0.345,0.284,2.536,0.644,condominium,,,no,no,yes,no,no,789000
3d462fa5b8b7dcc70c9a8c4b5fef5b08,szczecin,,43.5,2.0,3.0,4.0,,53.425,14.536,1.66,33.0,0.169,0.438,0.343,0.633,0.238,0.644,0.18,condominium,,,no,no,,no,no,530000
4922f39503358f53938fa544e368079d,szczecin,blockOfFlats,63.14,3.0,1.0,6.0,2018.0,53.416571,14.543703,1.37,5.0,0.26,0.69,0.684,0.348,0.344,0.88,0.091,condominium,,premium,no,yes,yes,no,no,649000
ecb53846ed82859bc4ae397580b4777d,szczecin,,29.0,1.0,10.0,11.0,,53.4386,14.5532,1.77,27.0,0.225,0.226,0.212,0.172,0.167,0.827,0.166,condominium,,,no,no,yes,no,no,329000
c78ddbffd390a19d6f453de792da3835,szczecin,blockOfFlats,49.0,2.0,11.0,11.0,1980.0,53.40562091,14.49889541,4.56,5.0,0.676,2.06,0.017,1.149,0.374,2.683,0.105,cooperative,concreteSlab,low,no,yes,yes,no,yes,355000
1a54a50ec067193a2669688c76d0a592,szczecin,blockOfFlats,56.58,2.0,4.0,5.0,2019.0,53.43911265,14.49004444,5.01,7.0,0.65,1.122,0.248,0.316,0.221,2.711,0.258,condominium,brick,premium,yes,yes,yes,no,no,580000
db22201a4fc37e160f387394cbaf06f4,szczecin,blockOfFlats,42.74,3.0,5.0,5.0,1970.0,53.42488755,14.54223454,1.25,37.0,0.222,0.426,0.18,0.348,0.135,0.509,0.24,condominium,brick,premium,yes,no,no,no,yes,335000
8385bb1d452d9a0bc84fb47602b346ef,szczecin,,28.13,1.0,,5.0,,53.4263,14.5398,1.44,41.0,0.223,0.575,0.295,0.441,0.09,0.423,0.169,condominium,,,no,no,yes,no,no,319500
f5f98bac48f3b53fbce2fa14054014c8,szczecin,tenement,90.96,5.0,3.0,4.0,1930.0,53.4177448,14.5308248,2.09,7.0,0.626,0.248,0.249,0.424,0.049,0.238,0.635,condominium,brick,,no,no,no,no,yes,615000
64f40b4418fe5307ecd2bad32e3f0945,szczecin,blockOfFlats,49.0,2.0,3.0,6.0,1950.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,low,yes,no,yes,no,yes,448000
11aa33b17fbc3ff05d824073fd35b29e,szczecin,blockOfFlats,47.08,2.0,4.0,4.0,,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,concreteSlab,premium,no,no,no,no,yes,415000
72f52b353c93ea78841920b0d79fde2b,szczecin,tenement,90.22,4.0,,4.0,1900.0,53.4279257,14.5404657,1.45,53.0,0.041,0.555,0.232,0.266,0.128,0.259,0.149,condominium,brick,low,no,no,,no,no,549000
054b377e8fe68060cac64edcb50b0662,szczecin,blockOfFlats,55.0,2.0,1.0,3.0,2001.0,53.45934175,14.54140306,4.2,3.0,0.502,0.761,0.57,0.601,0.219,2.021,0.332,condominium,brick,low,no,yes,no,no,yes,530000
019bb59e73e46ab4b5078e7a3dc68939,szczecin,,81.4,3.0,4.0,4.0,,53.4514477,14.5464081,3.26,9.0,0.366,0.953,0.196,0.284,0.537,1.451,0.267,cooperative,,,no,yes,no,no,no,560000
2de23162c0e7027ce68fd899379f16c5,szczecin,blockOfFlats,47.76,2.0,8.0,12.0,1970.0,53.4581,14.5276,4.45,3.0,0.31,0.528,0.537,0.471,0.574,1.769,0.581,condominium,concreteSlab,,yes,yes,yes,no,yes,409000
1add65132ba4453ad17285eaf2fcd656,szczecin,blockOfFlats,48.67,2.0,,4.0,2020.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,brick,premium,no,no,yes,no,no,584000
7f1389f3706fd99624d9afa2e09295bc,szczecin,blockOfFlats,50.0,2.0,,2.0,1940.0,53.43425035,14.5074337,3.75,10.0,0.199,0.896,0.41,0.287,0.559,1.599,0.364,cooperative,brick,premium,no,no,no,no,yes,520000
209a6d2dea99216bdf83a968343cd3b3,szczecin,tenement,61.48,2.0,,3.0,1900.0,53.4915083,14.60698488,8.16,1.0,0.149,1.68,0.534,1.294,1.527,3.72,1.521,condominium,brick,premium,no,no,no,no,yes,390000
34f4b5cd4f0c4dae15ca476a294a1224,szczecin,tenement,87.6,3.0,2.0,3.0,,53.4351,14.5329,2.27,32.0,0.175,0.259,0.223,0.359,0.101,0.31,0.087,condominium,brick,,yes,yes,no,no,yes,640000
bac1869ad9c2c1ef444b0ba6d225761a,szczecin,tenement,77.71,3.0,3.0,3.0,1925.0,53.43301925,14.56977461,1.22,9.0,0.568,0.994,0.346,0.374,0.07,0.675,0.43,condominium,brick,low,no,no,no,no,yes,650000
c193cdd765964196fd6d95611bfe6247,szczecin,tenement,33.32,2.0,4.0,4.0,1920.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,,no,no,,no,no,333000
917b0bb1e612122b52650e7acb0d9545,szczecin,tenement,95.78,4.0,,4.0,1945.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,no,no,no,yes,649000
b525921b35146fbe0d845801234562cd,szczecin,blockOfFlats,79.59,3.0,1.0,3.0,2017.0,53.3951523,14.4937737,5.45,3.0,1.888,2.788,0.207,1.98,0.24,3.718,0.5,condominium,brick,premium,no,yes,no,no,no,839000
7ec1e260b3f3985259ec7626756775c0,szczecin,tenement,89.57,4.0,1.0,4.0,1930.0,53.43241105,14.5387773,1.78,68.0,0.075,0.458,0.284,0.245,0.057,0.294,0.142,condominium,brick,premium,no,no,,no,no,810000
355336466ec74696782ce382341086bd,szczecin,,58.6,2.0,,4.0,,53.4527742,14.4779792,6.39,4.0,0.24,2.2,0.962,0.765,0.286,3.684,0.239,cooperative,brick,,no,no,no,no,no,459000
e4040152e65d6037a29a5e87704a7c83,szczecin,blockOfFlats,76.64,3.0,2.0,4.0,1990.0,53.42632,14.53144,1.98,20.0,0.21,0.429,0.107,0.697,0.087,0.721,0.048,condominium,brick,,yes,yes,no,no,yes,699000
5185b79ce4193fe68bb0469715d6fd5d,szczecin,apartmentBuilding,50.0,2.0,4.0,5.0,,53.4217996,14.5555598,0.4,48.0,0.13,0.363,0.063,0.353,0.109,0.932,0.356,condominium,brick,,no,no,no,no,yes,650000
15b739bb082d9311dca09c56641248a3,szczecin,blockOfFlats,38.14,2.0,9.0,10.0,,53.4055,14.4991,4.56,5.0,0.686,2.049,0.029,1.163,0.357,2.68,0.103,condominium,,,yes,no,yes,no,yes,325000
16cc5de6eb84a9b048918280b6f9e002,szczecin,blockOfFlats,87.43,3.0,5.0,5.0,1990.0,53.4321,14.5479,1.3,76.0,0.23,0.309,0.158,0.348,0.036,0.418,0.028,cooperative,brick,,yes,no,no,no,yes,599000
408718f267688dd651e6a9c5d8370319,szczecin,apartmentBuilding,56.0,2.0,3.0,3.0,2005.0,53.4334366008704,14.5309256423538,2.28,20.0,0.078,0.474,0.262,0.217,0.069,0.465,0.026,condominium,brick,premium,yes,no,no,no,no,450000
53ba9642325b4dd7c5d5d6d190344ea4,szczecin,tenement,65.82,3.0,4.0,4.0,1905.0,53.4085,14.5329,2.49,14.0,0.321,0.217,0.306,0.43,0.267,1.263,0.315,condominium,brick,,yes,no,no,no,yes,495000
